中文名,英文名,概念名,模块,来源,引用次数,官方定义链接
圆形省略阵列,Circular_omit_pattern,circular_omit_pattern,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.circular_omit_pattern
圆形路径特征组件,Circular_path_feature_component,circular_path_feature_component,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.circular_path_feature_component
圆形阵列,Circular_pattern,circular_pattern,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.circular_pattern
闭合轮廓,Closed_profile,closed_profile,machining_features,ap242,3,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.closed_profile
闭合槽,Closed_slot,closed_slot,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.closed_slot
完整圆形路径特征组件,Complete_circular_path_feature_component,complete_circular_path_feature_component,machining_features,ap242,1,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.complete_circular_path_feature_component
复合特征,Compound_feature,compound_feature,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.compound_feature
复合特征元素,Compound_feature_element,compound_feature_element,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.compound_feature_element
复合特征关系,Compound_feature_relationship,compound_feature_relationship,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.compound_feature_relationship
圆锥面孔底部,Conical_hole_bottom,conical_hole_bottom,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.conical_hole_bottom
常量半径边圆,Constant_radius_edge_round,constant_radius_edge_round,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.constant_radius_edge_round
常量半径圆角,Constant_radius_fillet,constant_radius_fillet,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.constant_radius_fillet
沉孔孔,Counterbore_hole,counterbore_hole,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.counterbore_hole
锥形沉孔孔,Countersunk_hole,countersunk_hole,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.countersunk_hole
切口特征,Cutout_feature,cutout_feature,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.cutout_feature
定义齿轮,Defined_gear,defined_gear,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.defined_gear
定义标记,Defined_marking,defined_marking,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.defined_marking
定义螺纹,Defined_thread,defined_thread,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.defined_thread
对角滚花,Diagonal_knurl,diagonal_knurl,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.diagonal_knurl
直径锥度,Diameter_taper,diameter_taper,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.diameter_taper
菱形滚花,Diamond_knurl,diamond_knurl,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.diamond_knurl
有向锥度,Directed_taper,directed_taper,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.directed_taper
方向元素,Direction_element,direction_element,machining_features,ap242,10,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.direction_element
边圆,Edge_round,edge_round,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.edge_round
面形状元素,Face_shape_element,face_shape_element,machining_features,ap242,13,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.face_shape_element
面形状元素关系,Face_shape_element_relationship,face_shape_element_relationship,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.face_shape_element_relationship
圆角,Fillet,fillet,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.fillet
第一倒角偏置,First_chamfer_offset,first_chamfer_offset,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.first_chamfer_offset
平面孔底部,Flat_hole_bottom,flat_hole_bottom,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.flat_hole_bottom
平面槽端类型,Flat_slot_end_type,flat_slot_end_type,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.flat_slot_end_type
平面带半径孔底部,Flat_with_radius_hole_bottom,flat_with_radius_hole_bottom,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.flat_with_radius_hole_bottom
平面带锥度孔底部,Flat_with_taper_hole_bottom,flat_with_taper_hole_bottom,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.flat_with_taper_hole_bottom
齿轮,Gear,gear,machining_features,ap242,1,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.gear
通用凸台,General_boss,general_boss,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.general_boss
通用闭合轮廓,General_closed_profile,general_closed_profile,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.general_closed_profile
通用切口,General_cutout,general_cutout,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.general_cutout
通用开放轮廓,General_open_profile,general_open_profile,machining_features,ap242,1,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.general_open_profile
通用外部轮廓,General_outside_profile,general_outside_profile,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.general_outside_profile
通用路径特征组件,General_path_feature_component,general_path_feature_component,machining_features,ap242,1,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.general_path_feature_component
通用阵列,General_pattern,general_pattern,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.general_pattern
通用凹槽,General_pocket,general_pocket,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.general_pocket
通用凹槽底部条件,General_pocket_bottom_condition,general_pocket_bottom_condition,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.general_pocket_bottom_condition
通用轮廓底,General_profile_floor,general_profile_floor,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.general_profile_floor
通用移除体积,General_removal_volume,general_removal_volume,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.general_removal_volume
通用回转,General_revolution,general_revolution,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.general_revolution
通用加强筋顶部底,General_rib_top_floor,general_rib_top_floor,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.general_rib_top_floor
通用形状轮廓,General_shape_profile,general_shape_profile,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.general_shape_profile
通用顶部条件,General_top_condition,general_top_condition,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.general_top_condition
槽,Groove,groove,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.groove
螺旋锥齿轮,Helical_bevel_gear,helical_bevel_gear,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.helical_bevel_gear
螺旋齿轮,Helical_gear,helical_gear,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.helical_gear
孔,Hole,hole,machining_features,ap242,1,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.hole
实例化制造特征,Instanced_manufacturing_feature,instanced_manufacturing_feature,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.instanced_manufacturing_feature
滚花,Knurl,knurl,machining_features,ap242,1,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.knurl
线性路径特征组件,Linear_path_feature_component,linear_path_feature_component,machining_features,ap242,7,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.linear_path_feature_component
线性轮廓,Linear_profile,linear_profile,machining_features,ap242,2,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.linear_profile
位置元素,Location_element,location_element,machining_features,ap242,2,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.location_element
环槽端类型,Loop_slot_end_type,loop_slot_end_type,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.loop_slot_end_type
加工特征,Machining_feature,machining_feature,machining_features,ap242,2,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.machining_feature
制造特征,Manufacturing_feature,manufacturing_feature,machining_features,ap242,8,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.manufacturing_feature
制造特征组,Manufacturing_feature_group,manufacturing_feature_group,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.manufacturing_feature_group
标记特征,Marking_feature,marking_feature,machining_features,ap242,1,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.marking_feature
多轴特征,Multi_axis_feature,multi_axis_feature,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.multi_axis_feature
多边形轮廓,Ngon_profile,ngon_profile,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.ngon_profile
开放轮廓,Open_profile,open_profile,machining_features,ap242,2,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.open_profile
开放槽,Open_slot,open_slot,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.open_slot
开放槽端类型,Open_slot_end_type,open_slot_end_type,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.open_slot_end_type
外直径,Outer_diameter,outer_diameter,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.outer_diameter
外直径到台肩,Outer_diameter_to_shoulder,outer_diameter_to_shoulder,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.outer_diameter_to_shoulder
外圆,Outer_round,outer_round,machining_features,ap242,1,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.outer_round
部分面积定义,Partial_area_definition,partial_area_definition,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.partial_area_definition
部分圆形路径特征组件,Partial_circular_path_feature_component,partial_circular_path_feature_component,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.partial_circular_path_feature_component
部分圆形轮廓,Partial_circular_profile,partial_circular_profile,machining_features,ap242,3,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.partial_circular_profile
部分圆形形状轮廓,Partial_circular_shape_profile,partial_circular_shape_profile,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.partial_circular_shape_profile
路径元素,Path_element,path_element,machining_features,ap242,3,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.path_element
路径特征组件,Path_feature_component,path_feature_component,machining_features,ap242,2,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.path_feature_component
平面元素,Planar_element,planar_element,machining_features,ap242,4,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.planar_element
平面面,Planar_face,planar_face,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.planar_face
平面凹槽底部条件,Planar_pocket_bottom_condition,planar_pocket_bottom_condition,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.planar_pocket_bottom_condition
平面轮廓底,Planar_profile_floor,planar_profile_floor,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.planar_profile_floor
平面加强筋顶部底,Planar_rib_top_floor,planar_rib_top_floor,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.planar_rib_top_floor
平面顶部条件,Planar_top_condition,planar_top_condition,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.planar_top_condition
凹槽,Pocket,pocket,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.pocket
凹槽底部条件,Pocket_bottom_condition,pocket_bottom_condition,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.pocket_bottom_condition
轮廓,Profile,profile,machining_features,ap242,5,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.profile
轮廓特征,Profile_feature,profile_feature,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.profile_feature
轮廓底,Profile_floor,profile_floor,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.profile_floor
凸起,Protrusion,protrusion,machining_features,ap242,1,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.protrusion
圆角槽端类型,Radiused_slot_end_type,radiused_slot_end_type,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.radiused_slot_end_type
凹槽,Recess,recess,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.recess
矩形凸台,Rectangular_boss,rectangular_boss,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.rectangular_boss
矩形闭合凹槽,Rectangular_closed_pocket,rectangular_closed_pocket,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.rectangular_closed_pocket
矩形闭合轮廓,Rectangular_closed_profile,rectangular_closed_profile,machining_features,ap242,3,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.rectangular_closed_profile
矩形闭合形状轮廓,Rectangular_closed_shape_profile,rectangular_closed_shape_profile,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.rectangular_closed_shape_profile
矩形偏置阵列,Rectangular_offset_pattern,rectangular_offset_pattern,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.rectangular_offset_pattern
矩形省略阵列,Rectangular_omit_pattern,rectangular_omit_pattern,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.rectangular_omit_pattern
矩形开放凹槽,Rectangular_open_pocket,rectangular_open_pocket,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.rectangular_open_pocket
矩形开放形状轮廓,Rectangular_open_shape_profile,rectangular_open_shape_profile,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.rectangular_open_shape_profile
矩形阵列,Rectangular_pattern,rectangular_pattern,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.rectangular_pattern
复制基础,Replicate_base,replicate_base,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.replicate_base
复制特征,Replicate_feature,replicate_feature,machining_features,ap242,1,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.replicate_feature
回转特征,Revolved_feature,revolved_feature,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.revolved_feature
回转平面,Revolved_flat,revolved_flat,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.revolved_flat
回转圆,Revolved_round,revolved_round,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.revolved_round
加强筋顶部,Rib_top,rib_top,machining_features,ap242,1,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.rib_top
加强筋顶部底,Rib_top_floor,rib_top_floor,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.rib_top_floor
圆孔,Round_hole,round_hole,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.round_hole
圆角端,Rounded_end,rounded_end,machining_features,ap242,1,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.rounded_end
圆角U轮廓,Rounded_u_profile,rounded_u_profile,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.rounded_u_profile
秒倒角偏置,Second_chamfer_offset,second_chamfer_offset,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.second_chamfer_offset
秒倒角参数,Second_chamfer_parameter,second_chamfer_parameter,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.second_chamfer_parameter
形状轮廓,Shape_profile,shape_profile,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.shape_profile
槽,Slot,slot,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.slot
槽端类型,Slot_end_type,slot_end_type,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.slot_end_type
球形盖,Spherical_cap,spherical_cap,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.spherical_cap
球形孔底部,Spherical_hole_bottom,spherical_hole_bottom,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.spherical_hole_bottom
直齿齿轮,Spur_gear,spur_gear,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.spur_gear
方形U轮廓,Square_u_profile,square_u_profile,machining_features,ap242,2,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.square_u_profile
步,Step,step,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.step
直线锥齿轮,Straight_bevel_gear,straight_bevel_gear,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.straight_bevel_gear
直线滚花,Straight_knurl,straight_knurl,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.straight_knurl
T形轮廓,Tee_profile,tee_profile,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.tee_profile
螺纹,Thread,thread,machining_features,ap242,1,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.thread
螺纹跳动,Thread_runout,thread_runout,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.thread_runout
通孔底部条件,Through_bottom_condition,through_bottom_condition,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.through_bottom_condition
通凹槽底部条件,Through_pocket_bottom_condition,through_pocket_bottom_condition,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.through_pocket_bottom_condition
通轮廓底,Through_profile_floor,through_profile_floor,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.through_profile_floor
过渡特征,Transition_feature,transition_feature,machining_features,ap242,2,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.transition_feature
车削滚花,Turned_knurl,turned_knurl,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.turned_knurl
V形轮廓,Vee_profile,vee_profile,machining_features,ap242,2,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.vee_profile
半圆槽端类型,Woodruff_slot_end_type,woodruff_slot_end_type,machining_features,ap242,0,https://www.steptools.com/stds/smrl/data/modules/machining_features/sys/4_info_reqs.htm#machining_features_arm.woodruff_slot_end_type
人员在组织关系,Person_in_organization_relationship,person_in_organization_relationship,management_resource_information,ap242,0,https://www.steptools.com/stds/smrl/data/modules/management_resource_information/sys/4_info_reqs.htm#management_resource_information_arm.person_in_organization_relationship
流形子曲面模型,Manifold_subsurface_model,manifold_subsurface_model,manifold_subsurface,ap242,1,https://www.steptools.com/stds/smrl/data/modules/manifold_subsurface/sys/4_info_reqs.htm#manifold_subsurface_arm.manifold_subsurface_model
流形曲面形状表示,Manifold_surface_shape_representation,manifold_surface_shape_representation,manifold_surface,ap242,2,https://www.steptools.com/stds/smrl/data/modules/manifold_surface/sys/4_info_reqs.htm#manifold_surface_arm.manifold_surface_shape_representation
开放壳,Open_shell,open_shell,manifold_surface,ap242,0,https://www.steptools.com/stds/smrl/data/modules/manifold_surface/sys/4_info_reqs.htm#manifold_surface_arm.open_shell
壳基于曲面模型,Shell_based_surface_model,shell_based_surface_model,manifold_surface,ap242,2,https://www.steptools.com/stds/smrl/data/modules/manifold_surface/sys/4_info_reqs.htm#manifold_surface_arm.shell_based_surface_model
注明日期配置,Dated_configuration,dated_configuration,manufacturing_configuration_effectivity,ap242,0,https://www.steptools.com/stds/smrl/data/modules/manufacturing_configuration_effectivity/sys/4_info_reqs.htm#manufacturing_configuration_effectivity_arm.dated_configuration
批次配置,Lot_configuration,lot_configuration,manufacturing_configuration_effectivity,ap242,0,https://www.steptools.com/stds/smrl/data/modules/manufacturing_configuration_effectivity/sys/4_info_reqs.htm#manufacturing_configuration_effectivity_arm.lot_configuration
制造配置,Manufacturing_configuration,manufacturing_configuration,manufacturing_configuration_effectivity,ap242,0,https://www.steptools.com/stds/smrl/data/modules/manufacturing_configuration_effectivity/sys/4_info_reqs.htm#manufacturing_configuration_effectivity_arm.manufacturing_configuration
串行配置,Serial_configuration,serial_configuration,manufacturing_configuration_effectivity,ap242,0,https://www.steptools.com/stds/smrl/data/modules/manufacturing_configuration_effectivity/sys/4_info_reqs.htm#manufacturing_configuration_effectivity_arm.serial_configuration
量项,Measure_item,measure_item,measure_representation,ap242,9,https://www.steptools.com/stds/smrl/data/modules/measure_representation/sys/4_info_reqs.htm#measure_representation_arm.measure_item
数值项带全局单位,Numerical_item_with_global_unit,numerical_item_with_global_unit,measure_representation,ap242,1,https://www.steptools.com/stds/smrl/data/modules/measure_representation/sys/4_info_reqs.htm#measure_representation_arm.numerical_item_with_global_unit
数值项带单位,Numerical_item_with_unit,numerical_item_with_unit,measure_representation,ap242,124,https://www.steptools.com/stds/smrl/data/modules/measure_representation/sys/4_info_reqs.htm#measure_representation_arm.numerical_item_with_unit
属性值表示,Property_value_representation,property_value_representation,measure_representation,ap242,2,https://www.steptools.com/stds/smrl/data/modules/measure_representation/sys/4_info_reqs.htm#measure_representation_arm.property_value_representation
基本圆孔,Basic_round_hole,basic_round_hole,mechanical_design_features_and_requirements,ap242,1,https://www.steptools.com/stds/smrl/data/modules/mechanical_design_features_and_requirements/sys/4_info_reqs.htm#mechanical_design_features_and_requirements_arm.basic_round_hole
基本圆孔实例,Basic_round_hole_occurrence,basic_round_hole_occurrence,mechanical_design_features_and_requirements,ap242,0,https://www.steptools.com/stds/smrl/data/modules/mechanical_design_features_and_requirements/sys/4_info_reqs.htm#mechanical_design_features_and_requirements_arm.basic_round_hole_occurrence
基本圆孔实例在装配,Basic_round_hole_occurrence_in_assembly,basic_round_hole_occurrence_in_assembly,mechanical_design_features_and_requirements,ap242,0,https://www.steptools.com/stds/smrl/data/modules/mechanical_design_features_and_requirements/sys/4_info_reqs.htm#mechanical_design_features_and_requirements_arm.basic_round_hole_occurrence_in_assembly
